City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,huescar,37.811,-2.5412,282.1,68,6,1.24,ES,1670093560
367,san lorenzo,-25.3333,-57.5333,303.67,58,75,0.0,PY,1670093560
368,male,4.1748,73.5089,300.48,74,94,3.02,MV,1670093413
369,maloyaroslavets,55.0146,36.4719,266.42,79,97,2.85,RU,1670093561
370,vallenar,-28.5708,-70.7581,301.93,27,0,5.19,CL,1670093561
371,garmsar,35.2182,52.3409,283.35,53,14,2.45,IR,1670093562
372,berbera,10.4396,45.0143,298.73,67,1,1.85,SO,1670093562
373,lasa,46.6166,10.7002,278.64,98,100,1.78,IT,1670093562
374,mayskiy,47.6931,40.1025,266.82,39,10,8.59,RU,1670093563
375,cervo,43.6702,-7.4101,283.69,71,100,3.6,ES,1670093563
376,moussoro,13.6408,16.4901,302.87,17,25,5.05,TD,1670093563
377,manjacaze,-24.7117,33.8828,296.83,91,28,3.44,MZ,1670093564
378,nisia floresta,-6.0911,-35.2086,303.6,61,21,6.66,BR,1670093564
379,huilong,31.8111,121.655,282.55,81,100,9.87,CN,1670093564
380,kidal,18.4411,1.4078,299.96,15,12,3.46,ML,1670093565
381,seoul,37.5683,126.9778,271.81,50,0,6.69,KR,1670093292
382,namatanai,-3.6667,152.4333,299.31,81,100,2.33,PG,1670093565
383,lokoja,7.8024,6.743,302.13,29,97,1.34,NG,1670093566
384,rovaniemi,66.5,25.7167,268.82,93,100,3.6,FI,1670093566
385,jardim,-21.4803,-56.1381,297.54,84,100,1.92,BR,1670093567
386,gerede,40.8008,32.1969,276.52,92,93,0.76,TR,1670093567
387,boyolangu,-8.1181,111.8935,297.37,90,100,1.01,ID,1670093568
388,hualmay,-11.0964,-77.6139,295.54,70,17,4.2,PE,1670093568
389,maumere,-8.6199,122.2111,299.64,76,59,2.14,ID,1670093568
390,goderich,43.7501,-81.7165,276.43,70,100,10.29,CA,1670093569
391,chilia veche,45.4167,29.2833,277.53,81,100,4.13,RO,1670093569
392,letpadan,17.7833,95.75,297.07,76,100,1.82,MM,1670093569
393,machado,-21.6747,-45.9197,295.39,87,100,1.29,BR,1670093570
394,jaciara,-15.9653,-54.9683,302.9,55,100,1.33,BR,1670093570
395,te karaka,-38.4654,177.8679,287.59,67,52,0.44,NZ,1670093570
396,gopalpur,19.2667,84.9167,295.43,74,0,1.11,IN,1670093571
397,port macquarie,-31.4333,152.9167,287.53,82,94,0.66,AU,1670093571
398,ambon,-3.6954,128.1814,299.39,14,100,2.51,ID,1670093571
399,turayf,31.6725,38.6637,285.29,87,0,3.6,SA,1670093572
400,sitka,57.0531,-135.33,271.09,86,40,2.57,US,1670093572
401,bay roberts,47.5999,-53.2648,274.55,69,5,1.34,CA,1670093573
402,mafinga,-7.25,35.0667,298.19,51,35,2.22,TZ,1670093573
403,vostok,46.4856,135.8833,252.46,98,100,3.46,RU,1670093185
404,zuwarah,32.9312,12.082,292.55,37,0,2.62,LY,1670093574
405,eureka,40.8021,-124.1637,286.27,54,2,5.36,US,1670093541
406,palmer,42.1584,-72.3287,286.4,85,100,7.2,US,1670093350
407,avera,33.194,-82.5271,294.88,68,92,3.29,US,1670093147
408,praia da vitoria,38.7333,-27.0667,287.46,82,75,15.07,PT,1670093574
409,banjar,-8.19,114.9675,298.3,89,98,1.56,ID,1670093575
410,hornslet,56.3155,10.3204,276.14,88,75,6.69,DK,1670093575
411,baherden,38.4362,57.4316,278.25,27,91,4.08,TM,1670093576
412,la ronge,55.1001,-105.2842,255.29,78,100,4.63,CA,1670093576
413,mayumba,-3.432,10.6554,298.26,83,99,1.36,GA,1670093576
414,sao joao da barra,-21.6403,-41.0511,297.2,94,100,8.73,BR,1670093360
415,griffith,41.5284,-87.4237,274.07,49,0,7.72,US,1670093577
416,pacific grove,36.6177,-121.9166,285.73,93,100,0.89,US,1670093577
417,hamilton,39.1834,-84.5333,281.98,52,0,7.2,US,1670093562
418,tahta,26.7693,31.5021,291.76,41,90,2.76,EG,1670093264
419,tilichiki,60.4667,166.1,261.47,88,100,2.77,RU,1670093578
420,bonavista,48.6499,-53.1147,273.5,63,7,3.18,CA,1670093578
421,juegang,32.3174,121.1855,282.54,82,100,9.65,CN,1670093579
422,novaya bryan,51.7159,108.2691,258.1,83,100,5.73,RU,1670093579
423,lodwar,3.1191,35.5973,300.71,53,5,9.35,KE,1670093579
424,tselinnoye,53.0833,85.6667,248.59,100,62,0.89,RU,1670093580
425,cayenne,4.9333,-52.3333,297.17,88,75,2.06,GF,1670093288
426,aden,12.7794,45.0367,299.19,72,0,4.5,YE,1670093580
427,honiara,-9.4333,159.95,298.2,90,100,0.88,SB,1670093581
428,dianalund,55.5313,11.4925,275.16,85,100,6.34,DK,1670093581
429,marsabit,2.3284,37.9899,292.34,75,85,4.12,KE,1670093582
430,flinders,-34.5833,150.8552,290.03,79,0,2.64,AU,1670093423
431,uzunovo,54.5386,38.6173,264.18,92,100,3.55,RU,1670093582
432,cap-haitien,19.7578,-72.2042,299.09,74,0,6.31,HT,1670093583
433,saint-francois,46.4154,3.9054,276.84,87,100,3.09,FR,1670093583
434,singaparna,-7.3515,108.111,294.54,96,97,0.6,ID,1670093584
435,peski,55.2163,38.7626,264.17,90,100,3.88,RU,1670093585
436,guerrero negro,27.9769,-114.0611,295.57,51,100,2.19,MX,1670093585
437,benjamin constant,-4.3831,-70.0311,303.22,65,40,2.06,BR,1670093586
438,zheleznodorozhnyy,55.7503,38.0042,265.57,93,100,3.34,RU,1670093568
439,fomboni,-12.28,43.7425,300.46,75,0,5.74,KM,1670093586
440,perelyub,51.8667,50.3667,260.07,80,4,3.26,RU,1670093587
441,zholymbet,51.7433,71.7122,253.04,100,100,4.63,KZ,1670093587
442,serebryanyy bor,56.8,124.8,251.71,93,100,4.12,RU,1670093588
443,olafsvik,64.8945,-23.7142,277.9,80,51,1.3,IS,1670093588
444,astana,51.1801,71.446,254.12,78,100,8.0,KZ,1670093589
445,parry sound,45.3501,-80.033,276.18,75,100,10.95,CA,1670093532
446,shaowu,27.3409,117.4831,282.28,97,100,1.5,CN,1670093590
447,burevestnik,56.144,43.7883,260.01,85,40,1.0,RU,1670093590
448,bethanien,-26.502,17.1583,298.26,10,6,4.2,NA,1670093590
449,the pas,53.8251,-101.2541,252.16,77,100,4.63,CA,1670093591
450,plettenberg bay,-34.0527,23.3716,289.21,69,100,1.15,ZA,1670093591
451,bereznik,62.8551,42.7072,263.28,92,100,2.36,RU,1670093592
452,wielun,51.221,18.5696,274.49,82,100,4.34,PL,1670093592
453,miyang,24.4042,103.4428,283.65,98,17,1.26,CN,1670093592
454,sept-iles,50.2001,-66.3821,273.44,98,100,7.72,CA,1670093400
455,tingo maria,-9.2895,-76.0088,299.32,69,75,3.09,PE,1670093593
456,sandpoint,48.2766,-116.5533,269.66,89,100,2.57,US,1670093593
457,great falls,47.5002,-111.3008,273.38,50,0,7.72,US,1670093378
458,berdychiv,49.8993,28.6024,268.61,90,80,4.57,UA,1670093490
459,oranjemund,-28.55,16.4333,289.0,77,5,7.11,NA,1670093594
460,uni,57.7535,51.4923,251.72,94,80,1.55,RU,1670093595
461,sol-iletsk,51.1631,54.9918,259.81,84,5,3.47,RU,1670093595
462,dingle,10.9995,122.6711,297.0,94,85,3.28,PH,1670093596
463,sioux lookout,50.1001,-91.917,256.19,71,100,5.14,CA,1670093583
464,ouro preto do oeste,-10.7481,-62.2158,303.2,55,73,3.03,BR,1670093476
465,niquelandia,-14.4739,-48.4597,296.27,87,100,2.56,BR,1670093596
466,qui nhon,13.7667,109.2333,297.6,90,100,4.1,VN,1670093597
467,nola,40.922,14.5329,290.38,82,100,2.61,IT,1670093597
468,bathsheba,13.2167,-59.5167,302.49,84,40,8.23,BB,1670093365
469,qena,26.1615,32.7183,292.83,28,56,3.61,EG,1670093598
470,rio pardo,-29.9897,-52.3781,301.29,70,25,3.67,BR,1670093598
471,constitucion,-35.3333,-72.4167,293.57,67,34,8.54,CL,1670093598
472,mana,5.6592,-53.7767,298.83,87,68,3.91,GF,1670093599
473,sur,22.5667,59.5289,296.75,64,0,2.13,OM,1670093508
474,worland,44.0169,-107.9554,269.59,55,9,1.79,US,1670093599
475,belle fourche,44.6714,-103.8522,282.09,30,6,3.47,US,1670093600
476,nata,8.3333,-80.5167,306.08,64,41,5.84,PA,1670093601
477,kavali,14.9167,79.9833,297.97,83,100,2.28,IN,1670093601
478,puerto parra,6.6515,-74.0573,305.24,51,51,0.82,CO,1670093601
479,suda,59.1525,37.5582,264.21,93,98,4.24,RU,1670093602
480,roshchino,60.2519,29.6085,268.55,90,100,3.92,RU,1670093602
481,athabasca,54.7169,-113.2854,257.38,66,92,6.23,CA,1670093603
482,sabha,27.0377,14.4283,293.15,23,0,4.63,LY,1670093603
483,jamundi,3.2607,-76.535,301.13,62,100,0.56,CO,1670093604
484,cuyamel,15.6667,-88.2,302.24,71,62,3.47,HN,1670093604
485,meulaboh,4.1363,96.1285,296.82,89,100,1.71,ID,1670093604
486,acarau,-2.8856,-40.12,302.59,61,17,8.59,BR,1670093605
487,chissamba,-12.1667,17.3333,292.7,77,51,1.67,AO,1670093605
488,hastings,50.8552,0.5729,279.2,81,100,7.68,GB,1670093606
489,la asuncion,11.0333,-63.8628,293.0,100,94,4.63,VE,1670093606
490,los llanos de aridane,28.6585,-17.9182,291.01,64,40,2.24,ES,1670093606
491,krasnoselkup,65.7,82.4667,250.94,100,100,2.82,RU,1670093607
492,sterling,39.0062,-77.4286,290.29,77,75,8.05,US,1670093559
493,luanda,-8.8368,13.2343,300.15,78,20,6.17,AO,1670093607
494,chara,56.9064,118.2631,247.84,79,100,1.88,RU,1670093608
495,margate,51.3813,1.3862,279.65,78,100,1.79,GB,1670093274
496,miraflores,19.2167,-98.8083,293.72,38,4,0.49,MX,1670093608
497,boa vista,2.8197,-60.6733,304.14,55,40,4.12,BR,1670093609
498,partizanskoye,55.5006,94.39,251.92,93,100,2.34,RU,1670093609
499,kruisfontein,-34.0033,24.7314,290.31,76,100,1.9,ZA,1670093609
500,yekimovichi,54.1129,33.2965,267.34,92,100,4.41,RU,1670093610
501,bubaque,11.2833,-15.8333,299.2,60,17,4.45,GW,1670093610
502,kulhudhuffushi,6.6221,73.07,300.08,75,63,2.19,MV,1670093611
503,diffa,13.3154,12.6113,300.88,19,0,3.84,NE,1670093611
504,lixourion,38.2019,20.4314,289.1,83,100,6.17,GR,1670093611
505,riberalta,-10.9833,-66.1,302.26,74,75,3.09,BO,1670093612
506,nebug,44.1714,39.0036,280.91,79,100,3.49,RU,1670093612
507,ibimirim,-8.5406,-37.6903,302.27,47,91,7.18,BR,1670093612
508,maltahohe,-24.8333,16.9833,298.31,11,0,8.05,NA,1670093613
509,klaksvik,62.2266,-6.589,279.66,96,100,3.55,FO,1670093613
510,taoudenni,22.6783,-3.9836,297.49,17,0,2.64,ML,1670093614
511,binabalian,16.4202,119.9279,300.4,78,54,3.96,PH,1670093614
512,omsukchan,62.5333,155.8,245.36,87,1,2.32,RU,1670093614
513,la peca,-5.6111,-78.435,305.47,32,17,2.35,PE,1670093615
514,eyl,7.9803,49.8164,298.2,69,33,7.76,SO,1670093615
515,pontes e lacerda,-15.2261,-59.3353,298.54,89,98,2.14,BR,1670093615
516,sistranda,63.7256,8.834,272.13,61,56,2.32,NO,1670093616
517,winnemucca,40.973,-117.7357,270.18,63,0,6.17,US,1670093616
518,aloleng,16.1307,119.7824,299.32,79,100,3.3,PH,1670093617
519,severnyy,50.677,36.5532,265.17,79,0,6.0,RU,1670093617
520,kourou,5.1552,-52.6478,297.18,78,92,2.37,GF,1670093617
521,anchorage,61.2181,-149.9003,268.81,90,40,2.24,US,1670093555
522,varzea da palma,-17.5981,-44.7308,297.27,80,100,2.15,BR,1670093618
523,anahuac,27.2333,-100.15,294.61,77,100,2.95,MX,1670093618
524,neuquen,-38.9516,-68.0591,305.09,14,20,6.69,AR,1670093594
525,bodden town,19.2833,-81.25,303.15,68,40,8.23,KY,1670093619
526,qandala,11.472,49.8728,298.13,68,4,2.34,SO,1670093619
527,kattivakkam,13.2167,80.3167,301.2,85,97,4.27,IN,1670093620
528,coari,-4.085,-63.1414,304.15,52,98,1.48,BR,1670093621
529,gonzalez,30.5816,-87.2914,299.23,78,94,2.52,US,1670093621
530,nizhnyaya poyma,56.1622,97.1933,257.56,92,100,3.69,RU,1670093621
531,lithgow,-33.4833,150.15,280.21,97,1,0.73,AU,1670093622
532,surt,31.2089,16.5887,292.56,47,5,8.08,LY,1670093622
533,touros,-5.1989,-35.4608,300.96,67,17,7.44,BR,1670093623
534,falmouth,50.1544,-5.0711,279.47,75,75,5.14,GB,1670093623
535,turukhansk,65.8167,87.9833,247.86,96,20,2.52,RU,1670093623
536,nouakchott,18.0858,-15.9785,295.11,54,100,3.93,MR,1670093624
537,tambacounda,13.7539,-13.7586,303.11,17,100,1.89,SN,1670093437
538,kastamonu,41.5,33.6667,278.73,88,94,1.28,TR,1670093624
539,mareeba,-17.0,145.4333,294.55,91,7,0.95,AU,1670093625
540,dubbo,-32.25,148.6167,286.22,88,75,3.09,AU,1670093625
541,puerto leguizamo,-0.1934,-74.7819,307.25,35,64,2.89,CO,1670093626
542,santa rosa del sur,7.9644,-74.0544,300.45,59,18,1.24,CO,1670093626
543,pemangkat,1.1667,108.9667,298.46,87,100,2.4,ID,1670093626
544,aranos,-24.1333,19.1167,302.97,13,23,3.97,NA,1670093627
545,simao,22.7886,100.9748,286.37,99,15,1.01,CN,1670093627
546,labuhan,-6.8844,112.2051,298.51,87,100,2.56,ID,1670093627
